idMao,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,cartaAltaHumano,cartaMediaHumano,cartaBaixaHumano,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,quemPediuRealEnvido,pontosEnvidoRobo,pontosEnvidoHumano,quemNegouEnvido,quemGanhouEnvido,tentosEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemNegouFlor,pontosFlorRobo,pontosFlorHumano,quemGanhouFlor,tentosFlor,quemEscondeuPontosEnvido,quemEscondeuPontosFlor,quemTruco,quandoTruco,quemRetruco,quandoRetruco,quemValeQuatro,quandoValeQuatro,quemNegouTruco,quemGanhouTruco,tentosTruco,tentosAnterioresRobo,tentosAnterioresHumano,tentosPosterioresRobo,tentosPosterioresHumano,quemBaralho,quandoBaralho,quemContraFlorFalta,quemEnvidoEnvido,quemFlorFlor,quandoCartaVirada,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo,naipeCartaAltaHumano,naipeCartaMediaHumano,naipeCartaBaixaHumano,naipePrimeiraCartaRobo,naipePrimeiraCartaHumano,naipeSegundaCartaRobo,naipeSegundaCartaHumano,naipeTerceiraCartaRobo,naipeTerceiraCartaHumano,quantidadeChamadasHumano,quantidadeChamadasRobo,qualidadeMaoRobo,qualidadeMaoHumano,quantidadeChamadasEnvidoRobo,quantidadeChamadasEnvidoHumano,saldoTruco,saldoEnvido,saldoFlor
4625,1,16,16,6,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,1,0,0,22,26,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,11,3,11,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,COPAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,1,NULL
4626,2,12,6,2,0,0,0,12,1,-46,-46,-46,-46,1,1,1,1,0,0,5,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,3,11,5,11,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,COPAS,NULL,NULL,NULL,OURO,BASTOS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,1,NULL
4627,1,24,16,2,40,7,1,24,40,16,7,2,1,2,1,1,2,0,0,5,24,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,1,4,5,11,9,12,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,BASTOS,OURO,ESPADAS,ESPADAS,COPAS,OURO,OURO,ESPADAS,BASTOS,ESPADAS,0,0,0,0,NULL,NULL,4,-1,NULL
4628,2,8,6,6,0,0,0,6,6,8,24,-15,-15,0,2,2,1,0,0,20,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,3,9,12,10,15,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,ESPADAS,NULL,NULL,NULL,ESPADAS,BASTOS,COPAS,COPAS,NULL,NULL,0,0,0,0,NULL,NULL,-3,1,NULL
4629,1,24,6,1,0,0,0,6,7,-15,-15,-15,-15,2,2,2,2,0,0,4,20,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,10,15,10,17,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,BASTOS,NULL,NULL,NULL,COPAS,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
4630,2,3,2,2,0,0,0,3,8,2,3,-15,-15,2,2,2,1,0,0,31,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,17,11,18,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,OURO,NULL,NULL,NULL,ESPADAS,ESPADAS,OURO,BASTOS,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
4631,1,24,2,1,0,0,0,1,0,-15,0,-15,0,1,2,2,2,0,0,5,27,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,11,18,11,20,0,0,NULL,NULL,NULL,NULL,BASTOS,ESPADAS,COPAS,NULL,NULL,NULL,COPAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
4632,2,8,2,2,0,0,0,-15,0,-15,0,-15,0,2,2,2,2,0,0,25,25,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,11,20,11,23,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,OURO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-2,NULL
4633,1,52,16,1,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,11,23,12,23,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,BASTOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4634,2,16,2,2,0,0,0,2,4,-15,-15,-15,-15,2,2,2,0,0,1,27,20,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,3,1,2,3,12,23,13,26,0,0,NULL,NULL,NULL,NULL,BASTOS,BASTOS,COPAS,NULL,NULL,NULL,COPAS,BASTOS,BASTOS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,-3,1,NULL
4635,1,12,3,1,0,0,0,1,3,-15,-15,-15,-15,2,2,2,1,0,0,25,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,1,2,3,0,0,1,3,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,COPAS,NULL,NULL,NULL,COPAS,OURO,COPAS,COPAS,BASTOS,NULL,0,0,0,0,NULL,NULL,-3,1,NULL
4636,2,24,7,2,16,12,3,2,16,24,12,7,3,2,1,1,2,0,0,5,28,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,3,3,4,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,COPAS,COPAS,OURO,COPAS,COPAS,COPAS,BASTOS,OURO,OURO,COPAS,0,0,0,0,NULL,NULL,2,-1,NULL
4637,1,16,4,2,0,0,0,2,12,-15,-15,-15,-15,2,2,2,1,0,0,27,27,2,1,1,2,0,0,0,0,29,0,0,0,0,2,2,0,0,0,0,1,2,1,3,4,4,5,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,OURO,NULL,NULL,NULL,OURO,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
4638,2,24,6,3,0,0,0,3,7,24,50,-15,-15,2,2,2,1,0,0,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,4,5,5,7,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,OURO,NULL,NULL,NULL,OURO,OURO,COPAS,BASTOS,NULL,NULL,0,0,0,0,NULL,NULL,-2,1,NULL
4639,1,12,8,6,52,50,2,-46,-46,-46,-46,-46,-46,1,1,1,1,0,0,21,26,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,3,2,1,3,5,7,9,7,0,0,NULL,NULL,NULL,NULL,COPAS,ESPADAS,COPAS,ESPADAS,BASTOS,BASTOS,COPAS,ESPADAS,ESPADAS,BASTOS,NULL,BASTOS,0,0,0,0,NULL,NULL,3,1,NULL
4640,2,8,2,1,0,0,0,1,16,2,6,-15,-15,2,2,2,2,0,0,5,27,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,3,9,7,9,11,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,ESPADAS,NULL,NULL,NULL,ESPADAS,COPAS,OURO,BASTOS,NULL,NULL,0,0,0,0,NULL,NULL,-3,-1,NULL
4641,1,40,4,3,0,0,0,3,0,-15,0,-15,0,1,2,2,1,0,2,33,26,0,1,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,9,11,14,12,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,OURO,NULL,NULL,NULL,OURO,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,5,NULL
4642,2,52,24,3,0,0,0,24,8,3,3,-15,-46,1,0,2,2,0,0,6,25,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,14,12,16,13,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,OURO,NULL,NULL,NULL,BASTOS,ESPADAS,OURO,BASTOS,NULL,NULL,0,0,0,0,NULL,NULL,2,-1,NULL
4643,1,42,24,2,12,6,2,24,12,2,6,42,2,1,2,1,2,0,0,7,21,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,16,13,18,14,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,BASTOS,COPAS,COPAS,OURO,COPAS,COPAS,BASTOS,COPAS,ESPADAS,OURO,0,0,0,0,NULL,NULL,2,-1,NULL
4644,2,16,8,7,0,0,0,16,16,8,4,-15,-46,0,1,2,1,0,0,22,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,18,14,21,14,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,OURO,NULL,NULL,NULL,OURO,COPAS,COPAS,BASTOS,NULL,NULL,0,0,0,0,NULL,NULL,2,1,NULL
4645,1,16,7,2,0,0,0,2,24,7,4,-46,-46,2,1,1,1,2,0,25,23,1,2,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,1,1,21,14,22,16,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,COPAS,NULL,NULL,NULL,COPAS,ESPADAS,COPAS,COPAS,NULL,NULL,0,0,0,0,NULL,NULL,1,-2,NULL
4646,2,3,3,1,0,0,0,3,6,1,7,-15,-15,2,2,2,0,0,1,30,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,22,16,23,17,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,COPAS,NULL,NULL,NULL,COPAS,OURO,COPAS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
4647,1,3,2,1,0,0,0,3,8,2,2,-15,-15,2,0,2,0,0,2,6,27,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,23,17,23,19,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,ESPADAS,NULL,NULL,NULL,BASTOS,OURO,OURO,BASTOS,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
4649,1,42,24,8,12,7,6,24,12,8,7,42,6,1,1,1,1,0,0,27,21,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,4,0,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,ESPADAS,COPAS,ESPADAS,COPAS,OURO,COPAS,ESPADAS,ESPADAS,ESPADAS,COPAS,0,0,0,0,NULL,NULL,2,2,NULL
4650,2,50,40,7,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,2,1,0,27,25,2,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,1,2,4,0,8,0,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,OURO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,2,2,NULL
4652,2,50,4,2,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,10,1,11,1,0,0,NULL,NULL,NULL,NULL,BASTOS,COPAS,OURO,NULL,NULL,NULL,NULL,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4653,1,16,6,4,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,11,1,12,1,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,COPAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4654,2,16,12,8,42,16,1,12,42,8,16,16,1,2,2,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,12,1,12,3,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,BASTOS,ESPADAS,OURO,COPAS,OURO,ESPADAS,BASTOS,OURO,ESPADAS,COPAS,0,0,0,0,NULL,NULL,-2,0,NULL
4655,1,16,8,6,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,1,0,0,22,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,12,3,14,3,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,ESPADAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,1,NULL
4656,2,3,2,1,0,0,0,2,2,-15,-15,-15,-15,0,2,2,1,0,0,29,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,14,3,15,4,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,BASTOS,NULL,NULL,NULL,BASTOS,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
4657,1,7,7,3,0,0,0,3,12,-15,-15,-15,-15,2,2,2,0,0,1,26,26,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,3,1,2,3,15,4,18,7,0,0,NULL,NULL,NULL,NULL,OURO,ESPADAS,OURO,NULL,NULL,NULL,OURO,OURO,ESPADAS,OURO,ESPADAS,NULL,0,0,0,0,NULL,NULL,-3,3,NULL
4658,2,24,16,3,0,0,0,3,24,16,4,-46,-46,2,1,1,1,0,0,28,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,1,1,18,7,20,7,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,BASTOS,NULL,NULL,NULL,BASTOS,OURO,BASTOS,COPAS,NULL,NULL,0,0,0,0,NULL,NULL,1,1,NULL
4659,1,24,7,3,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,20,7,21,7,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,OURO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4660,2,7,6,1,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,2,20,24,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,21,7,22,8,0,0,NULL,NULL,NULL,NULL,OURO,OURO,COPAS,NULL,NULL,NULL,NULL,ESPADAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-1,NULL
4661,1,8,3,2,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,22,8,23,8,0,0,NULL,NULL,NULL,NULL,COPAS,ESPADAS,OURO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4662,2,52,24,8,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,1,0,0,21,6,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,23,8,25,8,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,ESPADAS,NULL,NULL,NULL,NULL,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,1,NULL
4663,1,16,16,2,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,1,0,0,27,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,2,0,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,OURO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,1,NULL
4664,2,40,12,6,52,7,7,12,52,6,7,40,7,2,2,1,1,0,0,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,3,2,0,6,0,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,ESPADAS,ESPADAS,BASTOS,BASTOS,COPAS,ESPADAS,ESPADAS,BASTOS,OURO,BASTOS,0,0,0,0,NULL,NULL,-3,1,NULL
4665,1,40,16,2,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,6,0,7,0,0,0,NULL,NULL,NULL,NULL,OURO,ESPADAS,BASTOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4666,2,8,3,2,0,0,0,-15,0,-15,0,-15,0,2,2,2,2,1,0,26,20,2,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,7,0,9,1,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,ESPADAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,2,NULL
4667,1,16,4,2,50,8,2,2,50,4,8,16,2,2,2,1,2,0,0,7,5,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,2,3,9,1,9,5,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,BASTOS,BASTOS,ESPADAS,COPAS,BASTOS,BASTOS,COPAS,ESPADAS,ESPADAS,COPAS,0,0,0,0,NULL,NULL,-3,-1,NULL
4668,2,24,16,8,0,0,0,8,1,16,16,-15,-46,1,0,2,0,0,2,3,26,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,9,5,11,6,0,0,NULL,NULL,NULL,NULL,OURO,ESPADAS,BASTOS,NULL,NULL,NULL,BASTOS,OURO,ESPADAS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,2,-1,NULL
4669,1,16,6,3,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,11,6,12,6,0,0,NULL,NULL,NULL,NULL,BASTOS,ESPADAS,COPAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4670,2,12,6,3,0,0,0,3,4,-15,-15,-15,-15,2,2,2,2,0,0,6,30,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,2,2,12,6,12,9,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,ESPADAS,NULL,NULL,NULL,ESPADAS,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-2,-1,NULL
4671,1,40,6,3,0,0,0,3,0,-15,0,-15,0,1,2,2,0,0,2,7,26,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,12,9,12,11,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,ESPADAS,NULL,NULL,NULL,ESPADAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
4672,2,24,8,1,52,50,3,24,52,1,50,8,3,2,2,1,2,0,0,24,6,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,0,2,4,12,11,14,15,0,0,NULL,NULL,NULL,NULL,OURO,ESPADAS,ESPADAS,ESPADAS,BASTOS,OURO,OURO,ESPADAS,ESPADAS,BASTOS,ESPADAS,OURO,0,0,0,0,NULL,NULL,-4,2,NULL
4673,1,12,12,3,0,0,0,12,16,3,7,-15,-15,2,2,2,0,0,1,27,22,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,14,15,15,17,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,COPAS,NULL,NULL,NULL,OURO,COPAS,COPAS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,-2,1,NULL
4674,2,16,7,2,0,0,0,16,2,-15,-15,-15,-15,1,2,2,0,1,0,27,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,2,3,15,17,16,20,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,COPAS,NULL,NULL,NULL,COPAS,ESPADAS,BASTOS,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-3,1,NULL
4675,1,7,4,3,24,2,1,3,24,4,2,7,1,2,1,1,0,1,0,33,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,16,20,19,20,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,BASTOS,ESPADAS,OURO,BASTOS,BASTOS,ESPADAS,BASTOS,OURO,ESPADAS,BASTOS,0,0,0,0,NULL,NULL,2,1,NULL
4676,2,52,24,3,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,2,0,0,6,25,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,19,20,20,21,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,OURO,NULL,NULL,NULL,NULL,ESPADAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-1,NULL
4677,1,24,3,1,0,0,0,1,3,-15,-15,-15,-15,2,2,2,0,0,1,30,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,20,21,21,22,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,BASTOS,NULL,NULL,NULL,BASTOS,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
4678,2,40,8,6,0,0,0,-15,0,-15,0,-15,0,2,2,2,0,0,0,20,21,0,0,0,2,0,0,0,0,24,0,0,0,0,2,1,0,0,0,0,1,2,1,21,22,21,26,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,COPAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4679,1,24,8,8,42,7,6,8,42,24,7,8,6,2,1,1,0,1,0,23,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,3,0,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,COPAS,ESPADAS,BASTOS,COPAS,COPAS,ESPADAS,COPAS,BASTOS,COPAS,COPAS,0,0,0,0,NULL,NULL,2,1,NULL
4681,1,24,24,8,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,1,0,23,29,0,2,20,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,4,0,5,20,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,OURO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-20,NULL
4682,2,24,7,1,0,0,0,7,7,-15,-15,-15,-15,0,2,2,1,0,0,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,1,2,3,5,20,6,23,0,0,NULL,NULL,NULL,NULL,COPAS,ESPADAS,BASTOS,NULL,NULL,NULL,ESPADAS,OURO,NULL,COPAS,NULL,NULL,0,0,0,0,NULL,NULL,-3,1,NULL
4683,1,24,6,2,0,0,0,6,7,-15,-15,-15,-15,2,2,2,0,1,0,28,27,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,6,23,7,24,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,ESPADAS,NULL,NULL,NULL,OURO,BASTOS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
4684,1,24,2,1,0,0,0,2,0,-15,0,-15,0,1,2,2,1,0,0,28,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,1,1,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,OURO,NULL,NULL,NULL,COPAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
4685,2,24,12,2,52,8,3,2,52,24,8,12,3,2,1,1,0,1,0,26,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,1,1,2,3,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,COPAS,ESPADAS,BASTOS,COPAS,COPAS,ESPADAS,ESPADAS,BASTOS,COPAS,COPAS,0,0,0,0,NULL,NULL,2,1,NULL
4686,1,8,7,7,16,8,1,7,16,8,8,7,1,2,0,1,2,0,0,0,24,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,2,3,2,6,0,0,NULL,NULL,NULL,NULL,BASTOS,COPAS,ESPADAS,COPAS,OURO,OURO,ESPADAS,COPAS,BASTOS,OURO,ESPADAS,OURO,0,0,0,0,NULL,NULL,-2,-1,NULL
4687,2,52,6,4,0,0,0,4,16,-15,-15,-15,-15,2,2,2,1,0,0,7,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,1,2,3,2,6,3,9,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,COPAS,NULL,NULL,NULL,COPAS,COPAS,ESPADAS,ESPADAS,BASTOS,NULL,0,0,0,0,NULL,NULL,-3,1,NULL
4688,1,8,7,6,0,0,0,6,16,7,7,-15,-15,2,0,2,2,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,3,9,3,12,0,0,NULL,NULL,NULL,NULL,BASTOS,ESPADAS,COPAS,NULL,NULL,NULL,COPAS,ESPADAS,ESPADAS,COPAS,NULL,NULL,0,0,0,0,NULL,NULL,-2,-1,NULL
4689,2,24,2,2,0,0,0,-15,0,-15,0,-15,0,2,2,2,0,2,0,5,7,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,3,12,3,14,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,BASTOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
4690,1,7,6,3,0,0,0,3,0,-15,0,-15,0,1,2,2,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,3,14,3,15,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,ESPADAS,NULL,NULL,NULL,ESPADAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4691,2,40,7,1,50,8,2,7,50,1,8,40,2,2,2,1,2,0,0,7,26,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,2,3,3,15,3,19,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,BASTOS,BASTOS,OURO,BASTOS,COPAS,BASTOS,BASTOS,OURO,OURO,BASTOS,0,0,0,0,NULL,NULL,-3,-1,NULL
4692,1,7,6,4,0,0,0,4,0,-15,0,-15,0,1,2,2,1,0,2,27,21,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,3,19,3,22,0,0,NULL,NULL,NULL,NULL,BASTOS,ESPADAS,BASTOS,NULL,NULL,NULL,BASTOS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-2,NULL
